Country Name,Series Name,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Bhutan,Ease of shareholder suits index (0 to 10),..,..,..,..,..,..,..,..,6,6,6,6
Bhutan,Extent of conflict of interest regulation index (0-10),..,..,..,..,..,..,..,..,4.7,4.7,4.7,4.7
Bhutan,Extent of corporate transparency index (0-9),..,..,..,..,..,..,..,..,5,5,5,5
Bhutan,Extent of director liability index (0 to 10),4,4,4,4,4,4,4,4,4,4,4,4
Bhutan,Extent of disclosure index (0 to 10),4,4,4,4,4,4,4,4,4,4,4,4
Bhutan,Extent of shareholder governance index (0-10),..,..,..,..,..,..,..,..,5,5,5,5
Bhutan,Extent of shareholder rights index (0-10.5),..,..,..,..,..,..,..,..,6,6,6,6
Bhutan,Labor tax and contributions (%),..,..,..,..,..,..,..,..,0,0,0,0
Bhutan,Minimum paid-in capital required to start a business (% of income per capita),0,0,0,0,0,0,0,0,0,0,0,0
Bhutan,Other taxes (%),..,..,..,..,..,..,..,..,..,1.4,1.4,1.4
Bhutan,Outcome (0 as piecemeal sale and 1 as going concern),-1,-1,-1,-1,..,..,0,0,-1,-1,-1,-1
Bhutan,Postfiling index (0-100),..,..,..,..,..,..,..,..,..,..,95.9,96
Bhutan,Private credit bureau coverage (% of adults),0,0,0,0,0,0,0,0,0,18,23.2,26
Bhutan,Procedures required to build a warehouse (number),21,21,21,21,21,21,21,21,21,21,21,21
Bhutan,Procedures required to connect to electricity (number),..,..,..,..,5,5,5,5,5,4,4,4
Bhutan,Procedures required to enforce a contract (number),..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,Procedures required to register property (number),3,3,3,3,3,3,3,3,3,3,3,3
Bhutan,Procedures required to start a business - Women (number),10,10,8,8,8,8,8,8,8,8,8,8
Bhutan,Procedures required to start a business (number),10,10,8,8,8,8,8,8,8,8,8,8
Bhutan,Profit tax (%),37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,35.3,35.3,35.3,35.3
Bhutan,Public credit registry coverage (% of adults),0,0,0,0,0,0,6.4,13.5,15.6,0,0,0
Bhutan,Quality of the land administration index (0-30),..,..,..,..,..,..,..,..,..,24,24,24
Bhutan,Reliability of supply and transparency of tariff index (0-8),..,..,..,..,..,..,..,..,..,5,5,5
Bhutan,Resolving Insolvency: cost (% of estate),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bhutan,Resolving Insolvency: recovery rate (cents on the dollar),0,0,0,0,0,0,0,0,0,0,0,0
Bhutan,Strength of governance structure index (0-10.5),..,..,..,..,..,..,..,..,5,5,5,5
Bhutan,Strength of insolvency framework index (0-16),..,..,..,..,..,..,..,..,0,0,0,0
Bhutan,Strength of investor protection index (0 to 10),..,..,..,..,..,..,..,..,4.8,4.8,4.8,4.8
Bhutan,Tax payments (number),18,18,18,18,18,18,18,18,18,18,18,18
Bhutan,Time required to build a warehouse (days),151,151,151,151,151,151,151,151,151,151,151,151
Bhutan,Time required to connect to electricity (days),..,..,..,..,93,93,93,82,82,71,61,61
Bhutan,Time required to enforce a contract (days),275,275,275,225,225,225,225,225,225,225,225,225
Bhutan,Time required to register property (days),92,92,92,92,92,92,92,92,92,92,77,77
Bhutan,Time required to start a business - Women (days),62,62,48,46,46,46,35,35,30,15,15,15
Bhutan,Time required to start a business (days),62,62,48,46,46,46,35,35,30,15,15,15
Bhutan,Time to export: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,9,9,9
Bhutan,Time to import: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,8,8,8
Bhutan,Time to prepare and pay taxes (hours),85,85,85,85,85,85,85,85,85,85,85,85
Bhutan,Time to resolve insolvency (years),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bhutan,Total tax rate (% of profit),37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,35.3,35.3,35.3,35.3
Bhutan,Trade: Cost to export (US$ per container),..,..,..,..,..,..,..,..,..,59,59,59
Bhutan,Trade: Cost to import (US$ per container),..,..,..,..,..,..,..,..,..,110,110,110
Bhutan,Trade: Time to export (day),..,..,..,..,..,..,..,..,..,5,5,5
Bhutan,Trade: Time to import (days),..,..,..,..,..,..,..,..,..,5,5,5
Bolivia,Building quality control index (0-15),..,..,..,..,..,..,..,..,..,7,7,7
Bolivia,Cost – Women (% of income per capita),154.9,145.5,130,107.4,94.8,96.3,86.4,70.8,68.3,61.5,55.6,54.1
Bolivia,Cost to build a warehouse (% of income per capita),2.7,2.5,2.2,1.9,1.6,1.7,1.5,1.2,1.2,1.1,1,0.9
Bolivia,Cost to enforce a contract (% of claim),33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2
Bolivia,Cost to export: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,25,25,25
Bolivia,Cost to get electricity (% of income per capita),..,..,..,..,1450.8,1297.3,1181.2,1036.1,952.3,829.3,747.2,686.8
Bolivia,Cost to import (deflated US$ per container),..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,Cost to import: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,30,30,30
Bolivia,Cost to register property (% of property value),5,5,4.9,4.9,4.8,4.8,4.8,4.7,4.7,4.7,4.7,4.7
Bolivia,Cost to start a business (% of income per capita),154.9,145.5,130,107.4,94.8,96.3,86.4,70.8,68.3,61.5,55.6,54.1
Bolivia,Credit: Strength of legal rights index (0=weak to 10=strong),..,..,..,..,..,..,..,..,0,0,0,0
Bolivia,Creditor participation index (0-4),..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,Depth of credit information index (0=low to 6=high),..,..,..,..,..,..,..,..,7,7,7,7
Bolivia,Ease of doing business index (1=easiest to 185=most difficult),..,..,..,..,..,..,..,..,..,..,147,149
Bolivia,Ease of shareholder suits index (0 to 10),..,..,..,..,..,..,..,..,6,6,6,6
Bolivia,Extent of conflict of interest regulation index (0-10),..,..,..,..,..,..,..,..,4,4,4,4
Bolivia,Extent of corporate transparency index (0-9),..,..,..,..,..,..,..,..,4,4,4,4
Bolivia,Extent of director liability index (0 to 10),5,5,5,5,5,5,5,5,5,5,5,5
Bolivia,Extent of disclosure index (0 to 10),1,1,1,1,1,1,1,1,1,1,1,1
Bolivia,Extent of shareholder governance index (0-10),..,..,..,..,..,..,..,..,4.3,4.3,4.3,4.3
Bolivia,Extent of shareholder rights index (0-10.5),..,..,..,..,..,..,..,..,7,7,7,7
Bolivia,Labor tax and contributions (%),..,..,..,..,..,..,..,..,18.8,18.8,18.8,18.8
Bolivia,Minimum paid-in capital required to start a business (% of income per capita),0,0,0,0,0,0,0,0,0,0,0,0
Bolivia,Other taxes (%),..,..,..,..,..,..,..,..,..,64.9,64.9,64.9
Bolivia,Outcome (0 as piecemeal sale and 1 as going concern),..,..,..,..,..,..,0,0,0,0,0,0
Bolivia,Postfiling index (0-100),..,..,..,..,..,..,..,..,..,..,49.1,49.1
Bolivia,Private credit bureau coverage (% of adults),24.6,20.3,22.6,29.7,33.9,31.4,35.9,34.7,36.5,39,43.2,45.2
Bolivia,Procedures required to build a warehouse (number),10,10,10,10,10,10,10,10,12,12,12,12
Bolivia,Procedures required to connect to electricity (number),..,..,..,..,8,8,8,8,8,8,8,8
Bolivia,Procedures required to enforce a contract (number),..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,Procedures required to register property (number),7,7,7,7,7,7,7,7,7,7,7,7
Bolivia,Procedures required to start a business - Women (number),14,14,14,14,14,14,14,14,14,14,14,14
Bolivia,Procedures required to start a business (number),14,14,14,14,14,14,14,14,14,14,14,14
Bolivia,Profit tax (%),80,80,80,80,80,80,80,83.4,83.7,83.7,83.7,83.7
Bolivia,Public credit registry coverage (% of adults),10.3,11.5,12.1,11.9,11.6,11.3,11.8,14.8,14.1,15.1,15,15.4
Bolivia,Quality of the land administration index (0-30),..,..,..,..,..,..,..,..,..,7,7,7
Bolivia,Reliability of supply and transparency of tariff index (0-8),..,..,..,..,..,..,..,..,..,5,6,6
Bolivia,Resolving Insolvency: cost (% of estate),14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5
Bolivia,Resolving Insolvency: recovery rate (cents on the dollar),36.9,37.6,38.7,37.3,37.3,39.3,39.3,39,38.9,38.9,39.8,40.8
Bolivia,Strength of governance structure index (0-10.5),..,..,..,..,..,..,..,..,4.3,4.3,4.3,4.3
Bolivia,Strength of insolvency framework index (0-16),..,..,..,..,..,..,..,..,6.5,6.5,6.5,6.5
Bolivia,Strength of investor protection index (0 to 10),..,..,..,..,..,..,..,..,4.2,4.2,4.2,4.2
Bolivia,Tax payments (number),42,42,42,42,42,42,42,42,42,42,42,42
Bolivia,Time required to build a warehouse (days),211,211,269,269,269,269,269,269,274,274,274,322
Bolivia,Time required to connect to electricity (days),..,..,..,..,42,42,42,42,42,42,42,42
Bolivia,Time required to enforce a contract (days),591,591,591,591,591,591,591,591,591,591,591,591
Bolivia,Time required to register property (days),91,91,91,91,91,91,91,91,91,90,90,90
Bolivia,Time required to start a business - Women (days),49,49,49,49,49,49,49,49,49,49,49,45
Bolivia,Time required to start a business (days),49,49,49,49,49,49,49,49,49,49,49,45
Bolivia,Time to export: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,192,192,192
Bolivia,Time to import: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,96,96,96
Bolivia,Time to prepare and pay taxes (hours),1080,1080,1080,1080,1080,1080,1080,1025,1025,1025,1025,1025
Bolivia,Time to resolve insolvency (years),..,..,..,..,..,..,..,..,..,1.8,1.8,1.8
Bolivia,Total tax rate (% of profit),80,80,80,80,80,80,80,83.4,83.7,83.7,83.7,83.7
Bolivia,Trade: Cost to export (US$ per container),..,..,..,..,..,..,..,..,..,65,65,65
Bolivia,Trade: Cost to import (US$ per container),..,..,..,..,..,..,..,..,..,315,315,315
Bolivia,Trade: Time to export (day),..,..,..,..,..,..,..,..,..,48,48,48
Bolivia,Trade: Time to import (days),..,..,..,..,..,..,..,..,..,114,114,114
Bosnia and Herzegovina,Building quality control index (0-15),..,..,..,..,..,..,..,..,..,13,13,13
Bosnia and Herzegovina,Cost – Women (% of income per capita),41.2,37.4,30.9,31.6,16.3,18.3,17.6,15.4,15.4,15.2,14.1,13.5
Bosnia and Herzegovina,Cost to build a warehouse (% of income per capita),22,20.1,16.8,24.6,20.5,21,20.2,20.1,20,19.7,19.3,18.5
Bosnia and Herzegovina,Cost to enforce a contract (% of claim),34,34,34,34,34,36,36,36,36,36,36,36
Bosnia and Herzegovina,Cost to export: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,92,92,92
Bosnia and Herzegovina,Cost to get electricity (% of income per capita),..,..,..,..,276.7,516.4,497.6,493.3,492.4,484.4,418.3,400.2
Bosnia and Herzegovina,Cost to import (deflated US$ per container),..,..,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,Cost to import: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,97,97,97
Bosnia and Herzegovina,Cost to register property (% of property value),5,5,5,5.2,5.2,5.3,5.3,5.3,5.3,5.2,5.2,5.2
Bosnia and Herzegovina,Cost to start a business (% of income per capita),41.2,37.4,30.9,31.6,16.3,18.3,17.6,15.4,15.4,15.2,14.1,13.5
Bosnia and Herzegovina,Credit: Strength of legal rights index (0=weak to 10=strong),..,..,..,..,..,..,..,..,7,7,7,7
Bosnia and Herzegovina,Creditor participation index (0-4),..,..,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,Depth of credit information index (0=low to 6=high),..,..,..,..,..,..,..,..,5,6,6,6
Bosnia and Herzegovina,Ease of doing business index (1=easiest to 185=most difficult),..,..,..,..,..,..,..,..,..,..,79,81
Bosnia and Herzegovina,Ease of shareholder suits index (0 to 10),..,..,..,..,..,..,..,..,5,5,5,5
Bosnia and Herzegovina,Extent of conflict of interest regulation index (0-10),..,..,..,..,..,..,..,..,4.7,4.7,4.7,4.7
Bosnia and Herzegovina,Extent of corporate transparency index (0-9),..,..,..,..,..,..,..,..,6,6,6,6
Bosnia and Herzegovina,Extent of director liability index (0 to 10),6,6,6,6,6,6,6,6,6,6,6,6
Bosnia and Herzegovina,Extent of disclosure index (0 to 10),3,3,3,3,3,3,3,3,3,3,3,3
Bosnia and Herzegovina,Extent of shareholder governance index (0-10),..,..,..,..,..,..,..,..,6.3,6.3,6.3,6.3
Bosnia and Herzegovina,Extent of shareholder rights index (0-10.5),..,..,..,..,..,..,..,..,7,7,7,7
Bosnia and Herzegovina,Labor tax and contributions (%),..,..,..,..,..,..,..,..,12.6,13.5,13.5,13.5
Bosnia and Herzegovina,Minimum paid-in capital required to start a business (% of income per capita),57.4,52,43,36.3,29.8,30.5,29.4,29.1,29.1,28.6,28,13.4
Bosnia and Herzegovina,Other taxes (%),..,..,..,..,..,..,..,..,..,2.6,2.6,2.6
Bosnia and Herzegovina,Outcome (0 as piecemeal sale and 1 as going concern),..,..,..,..,..,..,0,0,0,0,0,0
Bosnia and Herzegovina,Postfiling index (0-100),..,..,..,..,..,..,..,..,..,..,47.9,47.9
Bosnia and Herzegovina,Private credit bureau coverage (% of adults),19.3,22.9,63.7,69.2,64.3,47.2,39.6,4.8,4.9,8.1,9.9,10.4
Bosnia and Herzegovina,Procedures required to build a warehouse (number),13,13,13,15,15,15,15,15,15,15,15,15
Bosnia and Herzegovina,Procedures required to connect to electricity (number),..,..,..,..,10,8,8,8,8,8,8,8
Bosnia and Herzegovina,Procedures required to enforce a contract (number),..,..,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,Procedures required to register property (number),7,7,7,7,7,7,7,7,7,7,7,7
Bosnia and Herzegovina,Procedures required to start a business - Women (number),13,13,13,13,13,13,13,12,12,12,12,12
Bosnia and Herzegovina,Procedures required to start a business (number),13,13,13,13,13,13,13,12,12,12,12,12
Bosnia and Herzegovina,Profit tax (%),42.8,42.7,42.8,42.8,25.9,22.2,23.6,23.6,22.2,23.3,23.3,22.6
Bosnia and Herzegovina,Public credit registry coverage (% of adults),0,0,0,0,23.2,30.2,35.3,36.2,39.1,39.7,38,37.6
Bosnia and Herzegovina,Quality of the land administration index (0-30),..,..,..,..,..,..,..,..,..,12.5,12.5,12.5
Bosnia and Herzegovina,Reliability of supply and transparency of tariff index (0-8),..,..,..,..,..,..,..,..,..,5,6,6
Bosnia and Herzegovina,Resolving Insolvency: cost (% of estate),9,9,9,9,9,9,9,9,9,9,9,9
Bosnia and Herzegovina,Resolving Insolvency: recovery rate (cents on the dollar),32.6,34.3,35.5,35.9,35.9,34.7,35,35.4,36,35.9,36.3,37.3
Bosnia and Herzegovina,Strength of governance structure index (0-10.5),..,..,..,..,..,..,..,..,6.3,6.3,6.3,6.3
Bosnia and Herzegovina,Strength of insolvency framework index (0-16),..,..,..,..,..,..,..,..,15,15,15,15
Bosnia and Herzegovina,Strength of investor protection index (0 to 10),..,..,..,..,..,..,..,..,5.5,5.5,5.5,5.5
Bosnia and Herzegovina,Tax payments (number),55,55,55,55,55,55,55,44,40,45,45,34
Bosnia and Herzegovina,Time required to build a warehouse (days),478,463,463,294,253,253,179,179,179,179,179,179
Bosnia and Herzegovina,Time required to connect to electricity (days),..,..,..,..,134,125,125,125,125,125,125,125
Bosnia and Herzegovina,Time required to enforce a contract (days),595,595,595,595,595,595,595,595,595,595,595,595
Bosnia and Herzegovina,Time required to register property (days),331,331,331,128,83,32,32,24,24,24,24,24
Bosnia and Herzegovina,Time required to start a business - Women (days),93,93,93,99,99,94,70,67,67,67,67,65
Bosnia and Herzegovina,Time required to start a business (days),93,93,93,99,99,94,70,67,67,67,67,65
Bosnia and Herzegovina,Time to export: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,4,4,4
Bosnia and Herzegovina,Time to import: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,8,8,8
Bosnia and Herzegovina,Time to prepare and pay taxes (hours),368,368,368,428,422,422,422,407,407,407,420,411
Bosnia and Herzegovina,Time to resolve insolvency (years),..,..,..,..,..,..,..,..,..,3.3,3.3,3.3
Bosnia and Herzegovina,Total tax rate (% of profit),42.8,42.7,42.8,42.8,25.9,22.2,23.6,23.6,22.2,23.3,23.3,22.6
Bosnia and Herzegovina,Trade: Cost to export (US$ per container),..,..,..,..,..,..,..,..,..,106,106,106
Bosnia and Herzegovina,Trade: Cost to import (US$ per container),..,..,..,..,..,..,..,..,..,109,109,109
Bosnia and Herzegovina,Trade: Time to export (day),..,..,..,..,..,..,..,..,..,5,5,5
Bosnia and Herzegovina,Trade: Time to import (days),..,..,..,..,..,..,..,..,..,6,6,6
Botswana,Building quality control index (0-15),..,..,..,..,..,..,..,..,..,10.5,10.5,10.5
Botswana,Cost – Women (% of income per capita),10,9.7,9.3,1.7,1.4,1.5,1.1,0.8,0.9,0.8,0.7,0.8
Botswana,Cost to build a warehouse (% of income per capita),6.9,6.2,5,4.9,4.2,4.4,3.9,3.5,0.3,0.3,0.3,0.3
Botswana,Cost to enforce a contract (% of claim),39.8,39.8,39.8,39.8,39.8,39.8,39.8,39.8,39.8,39.8,39.8,39.8
Botswana,Cost to export: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,179,179,179
Botswana,Cost to get electricity (% of income per capita),..,..,..,..,465.2,495.3,408.9,353.8,389.1,340.4,297.6,323.7
Botswana,Cost to import (deflated US$ per container),..,..,..,..,..,..,..,..,..,..,..,..
Botswana,Cost to import: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,67,67,67
Botswana,Cost to register property (% of property value),4.9,4.9,5,5,5,5,5,5.1,5.1,5.1,5.1,5.1
Botswana,Cost to start a business (% of income per capita),10,9.7,9.3,1.7,1.4,1.5,1.1,0.8,0.9,0.8,0.7,0.8
Botswana,Credit: Strength of legal rights index (0=weak to 10=strong),..,..,..,..,..,..,..,..,5,5,5,5
Botswana,Creditor participation index (0-4),..,..,..,..,..,..,..,..,..,..,..,..
Botswana,Depth of credit information index (0=low to 6=high),..,..,..,..,..,..,..,..,6,6,6,6
Botswana,Ease of doing business index (1=easiest to 185=most difficult),..,..,..,..,..,..,..,..,..,..,70,71
Botswana,Ease of shareholder suits index (0 to 10),..,..,..,..,..,..,..,..,3,3,3,3
Botswana,Extent of conflict of interest regulation index (0-10),..,..,..,..,..,..,..,..,6,6,6,6
Botswana,Extent of corporate transparency index (0-9),..,..,..,..,..,..,..,..,6,6,6,6
Botswana,Extent of director liability index (0 to 10),2,2,2,8,8,8,8,8,8,8,8,8
Botswana,Extent of disclosure index (0 to 10),8,8,8,7,7,7,7,7,7,7,7,7
Botswana,Extent of shareholder governance index (0-10),..,..,..,..,..,..,..,..,5,5,5,5
Botswana,Extent of shareholder rights index (0-10.5),..,..,..,..,..,..,..,..,6,6,6,6
Botswana,Labor tax and contributions (%),..,..,..,..,..,..,..,..,0,0,0,0
Botswana,Minimum paid-in capital required to start a business (% of income per capita),0,0,0,0,0,0,0,0,0,0,0,0
Botswana,Other taxes (%),..,..,..,..,..,..,..,..,..,3.6,3.6,3.6
Botswana,Outcome (0 as piecemeal sale and 1 as going concern),..,..,..,..,..,..,1,1,1,1,1,1
Botswana,Postfiling index (0-100),..,..,..,..,..,..,..,..,..,..,89.9,89.9
Botswana,Private credit bureau coverage (% of adults),30.8,43.2,58.3,52.9,51.9,57.6,59.6,58.9,60.7,51.7,51.1,53.5
Botswana,Procedures required to build a warehouse (number),19,19,19,19,19,19,19,19,18,18,18,17
Botswana,Procedures required to connect to electricity (number),..,..,..,..,5,5,5,5,5,5,5,5
Botswana,Procedures required to enforce a contract (number),..,..,..,..,..,..,..,..,..,..,..,..
Botswana,Procedures required to register property (number),3,3,3,3,4,4,4,4,4,4,4,4
Botswana,Procedures required to start a business - Women (number),11,11,11,10,10,10,9,9,9,9,9,9
Botswana,Procedures required to start a business (number),11,11,11,10,10,10,9,9,9,9,9,9
Botswana,Profit tax (%),17.1,17.1,17.1,17.1,17,19.5,19.5,25.4,25.3,25.1,25.1,25.1
Botswana,Public credit registry coverage (% of adults),0,0,0,0,0,0,0,0,0,0,0,0
Botswana,Quality of the land administration index (0-30),..,..,..,..,..,..,..,..,..,10,10,10
Botswana,Reliability of supply and transparency of tariff index (0-8),..,..,..,..,..,..,..,..,..,0,0,0
Botswana,Resolving Insolvency: cost (% of estate),18,18,18,18,18,18,18,18,18,18,18,18
Botswana,Resolving Insolvency: recovery rate (cents on the dollar),51.8,57.5,57.1,57.5,57.5,60.8,61.6,61.9,61.9,62.7,63.8,64.8
Botswana,Strength of governance structure index (0-10.5),..,..,..,..,..,..,..,..,5,5,5,5
Botswana,Strength of insolvency framework index (0-16),..,..,..,..,..,..,..,..,5,5,5,5
